amfi_code,scheme_name,fund_house,cagr_3yr,sharpe_ratio,alpha,expense_ratio_pct,max_drawdown,alpha_rank,alpha_score,expense_rank,expense_score,drawdown_rank,drawdown_score,cagr_rank,cagr_score,sharpe_rank,sharpe_score,overall_score,overall_rank
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,0.13406569004215374,0.39318819691240525,0.1513635464823924,0.89,-0.1165062450540909,23,43.58974358974359,13,69.23076923076923,10,76.92307692307693,17,58.97435897435898,20,51.28205128205128,57.30769230769231,17
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,0.13184229786081336,0.5197971450361784,0.17048756803412696,1.57,-0.1085986215250232,19,53.84615384615385,34,15.384615384615385,7,84.61538461538461,18,56.41025641025641,16,61.53846153846154,53.84615384615385,18
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,0.12378662877735369,0.5062729716095954,0.17729754927531766,0.92,-0.15200013055606398,16,61.53846153846154,14,66.66666666666666,18,56.41025641025641,19,53.84615384615385,18,56.41025641025641,58.205128205128204,15
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,0.12370486545424297,0.4046154783292046,0.1625385327998104,1.41,-0.1982565826298267,20,51.28205128205128,19,53.84615384615385,27,33.33333333333333,20,51.28205128205128,19,53.84615384615385,50.51282051282052,21
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,0.12123088200914811,0.2396633677728516,0.13173190226099432,1.54,-0.14844576917771746,24,41.02564102564102,30,25.64102564102564,16,61.53846153846154,21,48.717948717948715,25,38.46153846153847,42.43589743589743,24
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,0.11613535970454314,0.2551174125622311,0.13042924450705445,1.59,-0.1757361416468729,25,38.46153846153847,35,12.82051282051282,24,41.02564102564102,22,46.15384615384615,24,41.02564102564102,37.82051282051282,27
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,0.10956203315879343,0.6482414723266909,0.1986859936686296,0.66,-0.11803493502764295,15,64.1025641025641,4,92.3076923076923,11,74.35897435897436,23,43.58974358974359,14,66.66666666666666,63.84615384615385,14
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,0.09954028570022566,0.6406730942266639,0.20873010086942337,1.52,-0.1527259422823477,14,66.66666666666666,26,35.8974358974359,19,53.84615384615385,24,41.02564102564102,15,64.1025641025641,52.43589743589744,19
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,0.09444785235603104,0.5165503915082102,0.17703302365844073,1.42,-0.13897862823061635,17,58.97435897435898,20,51.28205128205128,14,66.66666666666666,25,38.46153846153847,17,58.97435897435898,52.43589743589744,19
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,0.07627687972023711,0.1347978410610396,0.11989100971217971,0.78,-0.21117279560132118,26,35.8974358974359,10,76.92307692307693,29,28.205128205128204,26,35.8974358974359,26,35.8974358974359,41.282051282051285,25
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,0.05457400330427076,0.2923432510109929,0.1750072167561127,1.53,-0.2334488614483311,18,56.41025641025641,28,30.76923076923077,32,20.51282051282051,27,33.33333333333333,23,43.58974358974359,38.84615384615385,26
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,0.05287669876908763,-0.05816681141492257,0.0780443887615508,1.56,-0.24003511326274884,29,28.205128205128204,33,17.94871794871795,33,17.94871794871795,28,30.76923076923077,29,28.205128205128204,26.410256410256412,34
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,0.05043752410400115,-3.650183878568477,0.06746210411099539,0.74,-0.0009773140045925555,31,23.076923076923077,7,84.61538461538461,1,100.0,29,28.205128205128204,38,5.128205128205128,37.05128205128205,28
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,0.045721342639332585,-4.000348969233407,0.06455677495375998,0.6,-0.0011629327956168556,32,20.51282051282051,3,94.87179487179486,2,97.43589743589743,30,25.64102564102564,39,2.564102564102564,36.41025641025641,29
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,0.04314966252445185,-4.650400707150914,0.060861457957871144,0.79,-0.0016224980244717857,33,17.94871794871795,11,74.35897435897436,3,94.87179487179486,31,23.076923076923077,40,0.0,31.153846153846153,33
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,0.03992974694994711,-0.7430986305648412,0.05620895216638369,0.77,-0.04328728923970093,34,15.384615384615385,9,79.48717948717949,5,89.74358974358975,32,20.51282051282051,35,12.82051282051282,33.333333333333336,31
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,0.02784682775514269,-0.8505789759662293,0.05074772999976104,0.55,-0.08316361763638702,35,12.82051282051282,1,100.0,6,87.17948717948718,33,17.94871794871795,36,10.256410256410255,34.230769230769226,30
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,0.026853154829872716,-1.0399413574427758,0.042817920315060876,0.56,-0.04308263824636349,38,5.128205128205128,2,97.43589743589743,4,92.3076923076923,34,15.384615384615385,37,7.6923076923076925,31.41025641025641,32
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,0.008898672349513248,-0.3210192604995432,0.03747580763443281,1.55,-0.24734440880673303,39,2.564102564102564,32,20.51282051282051,34,15.384615384615385,35,12.82051282051282,34,15.384615384615385,12.82051282051282,40
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,0.0036245174025555382,-0.13100916883965197,0.0689952982167755,1.64,-0.1440161790933726,30,25.64102564102564,39,2.564102564102564,15,64.1025641025641,36,10.256410256410255,30,25.64102564102564,21.41025641025641,36
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,-0.005299745220799235,-0.29488891285108915,0.028969397866379445,1.51,-0.2800112356639287,40,0.0,24,41.02564102564102,35,12.82051282051282,37,7.6923076923076925,33,17.94871794871795,14.23076923076923,39
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,-0.00924428824779533,-0.1361781118297038,0.048824215945539845,0.72,-0.5257422117012851,36,10.256410256410255,5,89.74358974358975,40,0.0,38,5.128205128205128,31,23.076923076923077,22.820512820512818,35
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,-0.028830242189184507,0.052618136475855025,0.10897091901704538,1.53,-0.3544691649336603,27,33.33333333333333,28,30.76923076923077,38,5.128205128205128,39,2.564102564102564,27,33.33333333333333,20.897435897435898,37
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,-0.08229094212694577,-0.15165815861644166,0.04801595363775955,1.38,-0.5167775370852656,37,7.6923076923076925,16,61.53846153846154,39,2.564102564102564,40,0.0,32,20.51282051282051,16.153846153846153,38
